,PIDM,CohortTrm,A/C,Cons/SO,TermsElpsd,TermsAtt,CumCrAtt,CumCrErn,CumCrTran,CrAtt/Term,CrErn/Term,SEX,Eth,EthComputed,Citz,BDate,Age,GradAge,DegC,Maj,Prog,Div,ProgCredits_x,CreditGrp,CtlgYr,DegDte,GradAcadYr,FirstDeg,Minor,FTrmCrAtt,TotalNumCourses,RepeatedNumCourses,NumCE,NumCR,NumNC,SuccessNum,NotSuccessNum,<100,100s,200s,300s,>1000,FYrCreditsAttained,FYrCreditsEarned,Bulletin Year,CumCrEarnedWCC,ExcessCr,PELL,CumGPA
1761,628857,200605,A,Cons,11.0,10.0,99.0,60.0,0.0,9.9,6.0,F,W,W,Y,1987-04-13,15.0,19.0,AA,LAT,AALAT,HSS,60.0,60-75,2004.0,2006-08-08,2006.0,0,,200301,32.0,2.0,0.0,32.0,0.0,20.0,9.0,2.0,24.0,6.0,0.0,0.0,32.0,32.0,2006.0,60.0,0.0,1,3.025263158
1762,636596,200605,A,Cons,11.0,11.0,79.0,79.0,0.0,7.18181818181818,7.18181818181818,F,W,W,Y,1964-08-08,38.0,41.0,AAS,RAD,APRAD,HLT,70.0,60-75,2004.0,2006-06-28,2006.0,1,,200301,29.0,0.0,0.0,28.0,1.0,28.0,1.0,1.0,20.0,7.0,0.0,1.0,23.0,23.0,2006.0,79.0,9.0,0,3.85974026
1763,640226,200605,A,Cons,7.0,7.0,52.0,70.0,18.0,7.42857142857143,7.42857142857143,F,W,W,Y,1969-02-12,35.0,37.0,AAS,RAD,APRAD,HLT,70.0,60-75,2004.0,2006-06-28,2006.0,1,,200405,21.0,0.0,0.0,20.0,1.0,20.0,1.0,0.0,13.0,7.0,0.0,1.0,25.0,25.0,2006.0,52.0,0.0,1,3.438
1764,640712,200605,A,Cons,9.0,9.0,60.0,71.0,11.0,6.66666666666667,6.66666666666667,F,W,W,Y,1969-11-10,33.0,36.0,AAS,RAD,APRAD,HLT,70.0,60-75,2004.0,2006-06-28,2006.0,1,,200309,24.0,0.0,0.0,23.0,1.0,23.0,1.0,1.0,15.0,7.0,0.0,1.0,11.0,11.0,2006.0,60.0,1.0,0,3.005263158
1765,641484,200605,A,Cons,9.0,8.0,72.0,92.0,26.0,9.0,8.25,F,W,W,Y,1979-04-18,24.0,27.0,AAS,DAC,APDAC,HLT,38.0,60-75,2005.0,2006-08-08,2006.0,1,,200309,28.0,0.0,0.0,28.0,0.0,26.0,2.0,0.0,20.0,8.0,0.0,0.0,17.0,15.0,2006.0,66.0,54.0,0,3.596969697
1766,643108,200605,A,Cons,11.0,7.0,83.0,73.0,6.0,11.8571428571429,9.57142857142857,M,W,W,Y,1983-06-17,19.0,23.0,AA,ELEM,AAELEM,HSS,62.0,60-75,2004.0,2006-08-08,2006.0,1,,200301,25.0,4.0,0.0,25.0,0.0,20.0,1.0,2.0,16.0,7.0,0.0,0.0,32.0,16.0,2006.0,67.0,11.0,0,3.0328358210000004
1767,645075,200605,A,SO,11.0,10.0,105.0,100.0,1.0,10.5,9.9,F,W,W,Y,1988-10-03,14.0,17.0,AAS,INPD,APINPD,BCT,60.0,60-75,2004.0,2006-06-28,2006.0,1,,200301,35.0,0.0,0.0,35.0,0.0,35.0,0.0,0.0,29.0,6.0,0.0,0.0,7.0,7.0,2006.0,99.0,40.0,0,3.9489051089999996
1768,646290,200605,A,Cons,9.0,8.0,83.0,83.0,0.0,10.375,10.375,F,W,W,Y,1984-04-27,19.0,22.0,AAS,CCP,APCCP,ATP,61.0,60-75,2004.0,2006-06-28,2006.0,0,,200309,31.0,0.0,0.0,31.0,0.0,31.0,0.0,5.0,19.0,7.0,0.0,0.0,25.0,25.0,2006.0,83.0,22.0,1,4.0
1769,646314,200605,A,Cons,9.0,8.0,82.0,78.0,0.0,10.25,9.75,F,W,W,Y,1985-08-26,18.0,20.0,AAS,NURT,APNURT,HLT,62.0,60-75,2004.0,2006-08-08,2006.0,1,,200309,26.0,1.0,0.0,26.0,0.0,25.0,0.0,2.0,17.0,7.0,0.0,0.0,24.0,24.0,2006.0,78.0,16.0,0,3.447945205
1770,646542,200605,A,Cons,10.0,9.0,60.0,60.0,0.0,6.66666666666667,6.66666666666667,F,W,W,Y,1978-01-28,25.0,28.0,AAS,OST,APOST,BCT,60.0,60-75,2005.0,2006-08-08,2006.0,0,,200305,20.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,18.0,2.0,0.0,0.0,20.0,20.0,2006.0,60.0,0.0,0,3.83943662
1771,648554,200605,A,Cons,9.0,9.0,72.0,72.0,0.0,8.0,8.0,F,W,W,Y,1983-06-07,20.0,23.0,AAS,AATD,APAATD,BCT,63.0,60-75,2005.0,2006-06-28,2006.0,1,,200309,24.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,17.0,7.0,0.0,0.0,24.0,24.0,2006.0,72.0,9.0,1,3.568518519
1772,648817,200605,A,SO,6.0,4.0,33.0,78.0,45.0,8.25,8.25,F,W,W,Y,1984-07-06,20.0,21.0,AA,LAT,AALAT,HSS,60.0,60-75,2005.0,2006-06-28,2006.0,1,,200409,11.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,7.0,4.0,0.0,0.0,24.0,24.0,2006.0,33.0,18.0,0,3.67
1773,649181,200605,A,Cons,9.0,7.0,81.0,79.0,0.0,11.5714285714286,11.2857142857143,M,W,W,Y,1985-09-13,17.0,20.0,AAS,CADD,APCADD,BCT,60.0,60-75,2003.0,2006-08-08,2006.0,0,,200309,23.0,0.0,0.0,23.0,0.0,22.0,1.0,0.0,16.0,7.0,0.0,0.0,32.0,32.0,2006.0,79.0,19.0,0,3.3686567160000003
1774,649733,200605,A,SO,9.0,6.0,67.0,67.0,0.0,11.1666666666667,11.1666666666667,F,W,W,Y,1984-10-24,18.0,21.0,AA,GSLA,AAGSLA,HSS,60.0,60-75,2003.0,2006-08-08,2006.0,1,,200309,23.0,0.0,0.0,22.0,1.0,22.0,1.0,2.0,14.0,6.0,0.0,1.0,24.0,24.0,,67.0,7.0,0,3.9594594589999996
1775,649750,200605,A,Cons,9.0,8.0,82.0,81.0,0.0,10.25,10.125,F,W,W,Y,1985-07-29,18.0,21.0,AA,BAS,AABAS,BCT,60.0,60-75,2003.0,2006-08-08,2006.0,1,,200309,27.0,0.0,0.0,27.0,0.0,24.0,3.0,1.0,21.0,5.0,0.0,0.0,24.0,24.0,2006.0,81.0,21.0,1,3.015909091
1776,650215,200605,A,Cons,9.0,9.0,105.0,109.0,4.0,11.6666666666667,11.6666666666667,F,W,W,Y,1973-10-06,29.0,32.0,AAS,MGTM,APMGTM,BCT,60.0,60-75,2004.0,2006-08-08,2006.0,1,,200309,34.0,0.0,0.0,34.0,0.0,33.0,1.0,1.0,20.0,13.0,0.0,0.0,40.0,40.0,2006.0,105.0,49.0,1,3.241584158
1777,650943,200605,A,Cons,10.0,9.0,95.0,83.0,0.0,10.5555555555556,9.22222222222222,F,W,W,Y,1981-01-26,22.0,25.0,AS,GSMS,ASGSMS,MSE,60.0,60-75,2003.0,2006-06-28,2006.0,1,,200305,26.0,1.0,0.0,26.0,0.0,23.0,2.0,6.0,15.0,5.0,0.0,0.0,31.0,31.0,,83.0,23.0,1,3.0289156630000003
1778,652200,200605,A,Cons,9.0,8.0,89.0,87.0,0.0,11.125,10.875,F,I,I,Y,1985-04-21,18.0,21.0,AAS,OST,APOST,BCT,60.0,60-75,2004.0,2006-06-28,2006.0,1,,200309,29.0,0.0,0.0,29.0,0.0,29.0,0.0,4.0,17.0,8.0,0.0,0.0,32.0,30.0,2006.0,87.0,27.0,0,3.742528736
1779,652435,200605,A,Cons,9.0,9.0,97.0,78.0,0.0,10.7777777777778,8.66666666666667,F,2,Z,Y,1982-12-11,20.0,23.0,AAS,OST,APOST,BCT,60.0,60-75,2004.0,2006-06-28,2006.0,0,,200309,33.0,1.0,0.0,33.0,0.0,27.0,5.0,3.0,23.0,7.0,0.0,0.0,36.0,32.0,2006.0,78.0,18.0,1,2.795
1780,652557,200605,A,SO,9.0,7.0,68.0,65.0,0.0,9.71428571428571,9.28571428571429,F,2,Z,Y,1984-03-16,19.0,22.0,AA,GSLA,AAGSLA,HSS,60.0,60-75,2003.0,2006-08-08,2006.0,1,,200309,20.0,1.0,0.0,20.0,0.0,18.0,1.0,1.0,13.0,6.0,0.0,0.0,28.0,28.0,,65.0,5.0,0,3.344927536
1781,653461,200605,A,Cons,9.0,7.0,74.0,74.0,0.0,10.5714285714286,10.5714285714286,F,W,W,Y,1977-10-06,25.0,28.0,AAS,OST,APOST,BCT,60.0,60-75,2004.0,2006-08-08,2006.0,0,,200309,26.0,0.0,0.0,26.0,0.0,26.0,0.0,3.0,16.0,7.0,0.0,0.0,25.0,25.0,2006.0,74.0,14.0,1,3.277777778
1782,654721,200605,A,Cons,3.0,2.0,25.0,63.0,38.0,12.5,12.5,F,W,W,Y,1982-11-28,22.0,23.0,AA,LAT,AALAT,HSS,60.0,60-75,2005.0,2006-06-28,2006.0,1,,200509,8.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,7.0,1.0,0.0,0.0,25.0,25.0,2006.0,25.0,3.0,0,3.825
1783,656632,200605,A,Cons,9.0,6.0,67.0,67.0,0.0,11.1666666666667,11.1666666666667,M,W,W,Y,1985-12-05,17.0,20.0,AA,LAT,AALAT,HSS,60.0,60-75,2004.0,2006-08-08,2006.0,1,,200309,20.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,13.0,7.0,0.0,0.0,6.0,6.0,2006.0,67.0,7.0,0,3.579245283
1784,656729,200605,A,Cons,8.0,7.0,73.0,69.0,0.0,10.4285714285714,9.85714285714286,F,W,W,Y,1985-12-17,18.0,20.0,AAS,NURT,APNURT,HLT,62.0,60-75,2004.0,2006-08-08,2006.0,1,,200401,24.0,1.0,0.0,24.0,0.0,23.0,0.0,0.0,17.0,7.0,0.0,0.0,20.0,20.0,2006.0,69.0,7.0,0,3.429824561
1785,660603,200605,A,Cons,9.0,9.0,77.0,77.0,0.0,8.55555555555556,8.55555555555556,M,W,W,Y,1985-11-04,17.0,20.0,AA,LAT,AALAT,HSS,60.0,60-75,2004.0,2006-08-08,2006.0,1,,200309,23.0,0.0,0.0,23.0,0.0,22.0,1.0,2.0,18.0,3.0,0.0,0.0,22.0,22.0,2006.0,77.0,17.0,0,3.185074627
1786,661081,200605,A,Cons,8.0,8.0,69.0,69.0,3.0,8.625,8.25,M,W,W,Y,1985-04-25,18.0,21.0,AA,LAT,AALAT,HSS,60.0,60-75,2004.0,2006-08-08,2006.0,1,,200401,21.0,0.0,0.0,21.0,0.0,16.0,5.0,2.0,15.0,4.0,0.0,0.0,28.0,28.0,2006.0,66.0,9.0,0,2.7129032260000003
1787,662885,200605,A,SO,9.0,5.0,41.0,64.0,26.0,8.2,7.6,M,W,W,Y,1987-09-11,15.0,18.0,AA,GSLA,AAGSLA,HSS,60.0,60-75,2003.0,2006-06-28,2006.0,1,,200309,12.0,1.0,0.0,12.0,0.0,11.0,0.0,0.0,9.0,3.0,0.0,0.0,5.0,5.0,,38.0,4.0,0,3.020833333
1788,662903,200605,A,Cons,8.0,8.0,113.0,114.0,1.0,14.125,14.125,F,W,W,Y,1989-06-20,14.0,17.0,AA,HUST,AAHUST,HSS,60.0,60-75,2003.0,2006-08-08,2006.0,1,,200401,34.0,0.0,0.0,34.0,0.0,34.0,0.0,2.0,23.0,9.0,0.0,0.0,37.0,37.0,2006.0,113.0,54.0,0,3.797580645
1789,662913,200605,A,Cons,9.0,9.0,81.0,81.0,0.0,9.0,9.0,M,W,W,Y,1988-09-04,14.0,17.0,AAS,AT,APAT,BCT,60.0,60-75,2004.0,2006-06-28,2006.0,0,,200309,27.0,0.0,0.0,27.0,0.0,27.0,0.0,0.0,21.0,6.0,0.0,0.0,24.0,24.0,2006.0,81.0,21.0,0,3.6461538460000003
1790,662922,200605,A,Cons,8.0,8.0,78.0,78.0,0.0,9.75,9.75,F,B,B,Y,1987-12-27,16.0,18.0,AAS,DAC,APDAC,HLT,38.0,60-75,2003.0,2006-08-08,2006.0,1,,200401,32.0,0.0,0.0,32.0,0.0,32.0,0.0,2.0,27.0,3.0,0.0,0.0,27.0,27.0,2006.0,78.0,40.0,0,3.689855072
1791,662951,200605,A,Cons,8.0,8.0,68.0,65.0,0.0,8.5,8.125,F,W,W,Y,1987-02-27,16.0,19.0,AAS,OST,APOST,BCT,60.0,60-75,2005.0,2006-08-08,2006.0,1,,200401,25.0,1.0,0.0,25.0,0.0,24.0,0.0,2.0,19.0,4.0,0.0,0.0,24.0,21.0,2006.0,65.0,5.0,0,3.544594595
1792,662962,200605,A,Cons,9.0,9.0,101.0,91.0,4.0,11.2222222222222,9.66666666666667,M,W,W,Y,1987-12-17,15.0,18.0,AS,TWRT,ASTWRT,HSS,60.0,60-75,2004.0,2006-08-08,2006.0,1,,200309,31.0,1.0,0.0,30.0,1.0,26.0,4.0,0.0,22.0,8.0,0.0,1.0,30.0,30.0,2006.0,87.0,31.0,0,3.335555556
1793,662980,200605,A,Cons,7.0,7.0,68.0,64.0,0.0,9.71428571428571,9.14285714285714,M,W,W,Y,1986-11-11,17.0,19.0,AAS,VID,APVID,BCT,30.0,60-75,2005.0,2006-08-08,2006.0,0,,200405,21.0,1.0,0.0,21.0,0.0,20.0,0.0,0.0,19.0,2.0,0.0,0.0,29.0,25.0,2006.0,64.0,34.0,0,3.070175439
1794,662982,200605,A,Cons,8.0,8.0,76.0,72.0,0.0,9.5,9.0,F,W,W,Y,1988-02-18,15.0,18.0,AA,JOUR,AAJOUR,HSS,60.0,60-75,2005.0,2006-08-08,2006.0,1,,200401,26.0,1.0,0.0,26.0,0.0,25.0,0.0,2.0,20.0,4.0,0.0,0.0,23.0,23.0,2006.0,72.0,12.0,0,3.4625
1795,662983,200605,A,Cons,8.0,8.0,87.0,87.0,0.0,10.875,10.875,M,W,W,Y,1988-08-03,15.0,18.0,AA,BAS,AABAS,BCT,60.0,60-75,2004.0,2006-08-08,2006.0,0,,200401,28.0,0.0,0.0,28.0,0.0,28.0,0.0,0.0,20.0,8.0,0.0,0.0,33.0,33.0,2006.0,87.0,27.0,0,3.481609195
1796,662991,200605,A,Cons,7.0,7.0,70.0,64.0,0.0,10.0,9.14285714285714,M,W,W,Y,1987-09-25,16.0,18.0,AAS,MGTM,APMGTM,BCT,60.0,60-75,2005.0,2006-06-28,2006.0,0,,200405,23.0,2.0,0.0,23.0,0.0,20.0,1.0,0.0,14.0,9.0,0.0,0.0,31.0,25.0,2006.0,64.0,4.0,0,2.6796875
1797,663008,200605,A,Cons,8.0,7.0,77.0,80.0,3.0,11.0,11.0,M,W,W,Y,1988-06-28,15.0,17.0,AAS,OST,APOST,BCT,60.0,60-75,2004.0,2006-06-28,2006.0,1,,200401,24.0,0.0,0.0,24.0,0.0,23.0,1.0,0.0,21.0,3.0,0.0,0.0,33.0,33.0,2006.0,77.0,20.0,0,3.4921875
1798,663013,200605,A,Cons,8.0,8.0,85.0,83.0,1.0,10.625,10.25,F,B,B,Y,1988-01-18,15.0,18.0,AA,BAS,AABAS,BCT,60.0,60-75,2005.0,2006-06-28,2006.0,0,,200401,28.0,1.0,0.0,28.0,0.0,27.0,0.0,0.0,19.0,9.0,0.0,0.0,34.0,34.0,2006.0,82.0,23.0,0,3.5898734180000003
1799,665708,200605,A,Cons,9.0,7.0,76.0,76.0,0.0,10.8571428571429,10.8571428571429,F,W,W,Y,1969-12-26,33.0,36.0,AA,SECO,AASECO,HSS,60.0,60-75,2005.0,2006-08-08,2006.0,1,,200309,22.0,0.0,0.0,22.0,0.0,22.0,0.0,2.0,12.0,8.0,0.0,0.0,27.0,27.0,2006.0,76.0,16.0,1,3.66875
1800,665790,200605,A,Cons,9.0,8.0,80.0,67.0,0.0,10.0,8.375,F,W,W,Y,1985-04-12,18.0,21.0,AA,ELEM,AAELEM,HSS,62.0,60-75,2004.0,2006-08-08,2006.0,1,,200309,24.0,4.0,0.0,24.0,0.0,20.0,0.0,1.0,13.0,10.0,0.0,0.0,25.0,22.0,2006.0,67.0,5.0,0,3.003174603
1801,666875,200605,A,Cons,9.0,6.0,73.0,73.0,0.0,12.1666666666667,12.1666666666667,F,W,W,Y,1985-06-10,18.0,21.0,AA,ELEM,AAELEM,HSS,62.0,60-75,2003.0,2006-06-28,2006.0,1,,200309,22.0,0.0,0.0,22.0,0.0,22.0,0.0,0.0,15.0,7.0,0.0,0.0,19.0,19.0,2006.0,73.0,11.0,0,3.987671233
1802,666970,200605,A,SO,8.0,6.0,75.0,75.0,0.0,12.5,12.5,F,W,W,Y,1983-04-03,20.0,23.0,AA,LAT,AALAT,HSS,60.0,60-75,2005.0,2006-08-08,2006.0,1,,200401,23.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,16.0,7.0,0.0,0.0,19.0,19.0,2006.0,75.0,15.0,1,3.6108108110000003
1803,667512,200605,A,Cons,8.0,8.0,75.0,75.0,0.0,9.375,9.375,F,B,B,Y,1987-12-27,16.0,18.0,AAS,DAC,APDAC,HLT,38.0,60-75,2005.0,2006-08-08,2006.0,1,,200401,31.0,0.0,0.0,31.0,0.0,31.0,0.0,2.0,26.0,3.0,0.0,0.0,23.0,23.0,2006.0,75.0,37.0,0,3.621212121
1804,668653,200605,A,SO,9.0,8.0,81.0,62.0,0.0,10.125,7.75,F,W,W,Y,1982-12-14,20.0,23.0,AA,ELEM,AAELEM,HSS,62.0,60-75,2003.0,2006-06-28,2006.0,1,,200309,24.0,4.0,0.0,24.0,0.0,17.0,3.0,0.0,15.0,9.0,0.0,0.0,17.0,4.0,2006.0,62.0,0.0,0,2.779661017
1805,669121,200605,A,Cons,7.0,7.0,52.0,81.0,29.0,7.42857142857143,7.42857142857143,F,W,W,Y,1966-05-26,37.0,40.0,AAS,RAD,APRAD,HLT,70.0,60-75,2003.0,2006-06-28,2006.0,1,,200405,21.0,0.0,0.0,20.0,1.0,20.0,1.0,0.0,13.0,7.0,0.0,1.0,25.0,25.0,2006.0,52.0,11.0,0,3.616
1806,669132,200605,A,Cons,7.0,7.0,55.0,70.0,15.0,7.85714285714286,7.85714285714286,F,W,W,Y,1950-05-08,53.0,56.0,AAS,RAD,APRAD,HLT,70.0,60-75,2004.0,2006-06-28,2006.0,1,,200405,22.0,0.0,0.0,21.0,1.0,21.0,1.0,0.0,14.0,7.0,0.0,1.0,28.0,28.0,2006.0,55.0,0.0,0,3.611320755
1807,674927,200605,A,Cons,7.0,6.0,89.0,74.0,0.0,14.8333333333333,12.3333333333333,F,O,O,F,1984-03-07,20.0,22.0,AA,BAS,AABAS,BCT,60.0,60-75,2005.0,2006-08-08,2006.0,1,,200405,28.0,4.0,0.0,28.0,0.0,23.0,0.0,1.0,18.0,9.0,0.0,0.0,42.0,33.0,2006.0,74.0,14.0,0,3.386440678
1808,676274,200605,A,Cons,8.0,7.0,73.0,73.0,0.0,10.4285714285714,10.4285714285714,M,W,W,Y,1986-02-11,17.0,20.0,AS,GSMS,ASGSMS,MSE,60.0,60-75,2003.0,2006-08-08,2006.0,1,,200401,22.0,0.0,0.0,22.0,0.0,22.0,0.0,1.0,19.0,2.0,0.0,0.0,17.0,17.0,,73.0,13.0,0,3.4
1809,679175,200605,A,SO,8.0,7.0,78.0,75.0,0.0,11.1428571428571,10.7142857142857,F,W,W,Y,1969-05-03,34.0,37.0,AA,LAT,AALAT,HSS,60.0,60-75,2005.0,2006-08-08,2006.0,1,,200401,24.0,0.0,0.0,24.0,0.0,23.0,1.0,4.0,15.0,5.0,0.0,0.0,37.0,37.0,2006.0,75.0,15.0,1,3.782258065
1810,679244,200605,A,Cons,8.0,8.0,57.0,62.0,17.0,7.125,5.625,M,W,W,Y,1970-02-28,33.0,36.0,AAS,OST,APOST,BCT,60.0,60-75,2004.0,2006-08-08,2006.0,0,,200401,19.0,1.0,0.0,19.0,0.0,14.0,4.0,2.0,14.0,3.0,0.0,0.0,28.0,21.0,2006.0,45.0,2.0,1,2.7394736839999996
1811,682446,200605,A,Cons,7.0,6.0,60.0,70.0,10.0,10.0,10.0,M,A,A,Y,1980-08-11,23.0,25.0,AAS,AM,APAM,ATP,30.0,60-75,2004.0,2006-08-08,2006.0,1,,200405,20.0,0.0,0.0,20.0,0.0,17.0,3.0,1.0,13.0,6.0,0.0,0.0,24.0,24.0,2006.0,60.0,40.0,0,2.8875
1812,682619,200605,A,Cons,8.0,8.0,82.0,66.0,0.0,10.25,8.25,F,W,W,Y,1985-07-27,18.0,21.0,AA,LAT,AALAT,HSS,60.0,60-75,2005.0,2006-08-08,2006.0,1,,200401,25.0,3.0,0.0,25.0,0.0,20.0,2.0,0.0,22.0,3.0,0.0,0.0,35.0,25.0,2006.0,66.0,6.0,0,2.971212121
1813,682930,200605,A,SO,7.0,5.0,33.0,78.0,45.0,6.6,6.6,M,X,X,Y,1979-05-22,24.0,27.0,AAS,OST,APOST,BCT,60.0,60-75,2005.0,2006-06-28,2006.0,1,,200405,11.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,7.0,4.0,0.0,0.0,21.0,21.0,2006.0,33.0,18.0,0,3.34
1814,683523,200605,A,Cons,8.0,6.0,67.0,64.0,0.0,11.1666666666667,10.6666666666667,M,W,W,Y,1985-11-04,18.0,20.0,AAS,PHOT,APPHOT,BCT,60.0,60-75,2004.0,2006-08-08,2006.0,1,,200401,21.0,0.0,0.0,21.0,0.0,17.0,4.0,0.0,12.0,9.0,0.0,0.0,19.0,16.0,2006.0,64.0,4.0,0,3.1
1815,684370,200605,A,Cons,7.0,6.0,63.0,82.0,28.0,10.5,9.0,F,W,X,Y,1980-08-12,23.0,25.0,AAS,OST,APOST,BCT,60.0,60-75,2005.0,2006-08-08,2006.0,1,,200405,25.0,3.0,0.0,25.0,0.0,21.0,1.0,0.0,22.0,3.0,0.0,0.0,30.0,25.0,2006.0,54.0,22.0,1,3.22745098
1816,684734,200605,A,Cons,7.0,7.0,54.0,79.0,25.0,7.71428571428571,7.71428571428571,F,W,W,Y,1984-02-08,20.0,22.0,AAS,RAD,APRAD,HLT,70.0,60-75,2003.0,2006-06-28,2006.0,1,,200405,21.0,0.0,0.0,21.0,0.0,21.0,0.0,0.0,13.0,8.0,0.0,0.0,25.0,25.0,2006.0,54.0,9.0,0,3.6919999999999997
1817,686969,200605,A,Cons,6.0,5.0,61.0,64.0,3.0,12.2,12.2,M,W,W,Y,1985-11-22,18.0,20.0,AA,BAS,AABAS,BCT,60.0,60-75,2005.0,2006-08-08,2006.0,1,,200409,19.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0,13.0,6.0,0.0,0.0,26.0,26.0,2006.0,61.0,4.0,0,3.5272727269999997
1818,687489,200605,A,Cons,6.0,6.0,65.0,74.0,9.0,10.8333333333333,10.8333333333333,M,W,W,Y,1985-11-10,18.0,20.0,AAS,CULD,APCULD,BCT,67.0,60-75,2004.0,2006-08-08,2006.0,0,,200409,21.0,0.0,0.0,21.0,0.0,19.0,2.0,1.0,12.0,8.0,0.0,0.0,33.0,33.0,2006.0,65.0,7.0,0,3.036923077
1819,689647,200605,A,Cons,6.0,6.0,59.0,77.0,18.0,9.83333333333333,9.83333333333333,M,W,W,Y,1969-05-20,35.0,37.0,AA,HUST,AAHUST,HSS,60.0,60-75,2004.0,2006-08-08,2006.0,1,,200409,19.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0,9.0,10.0,0.0,0.0,23.0,23.0,2006.0,59.0,17.0,1,3.964
1820,693711,200605,A,Cons,6.0,5.0,65.0,65.0,0.0,13.0,13.0,F,W,W,Y,1986-06-18,18.0,20.0,AA,LAT,AALAT,HSS,60.0,60-75,2004.0,2006-08-08,2006.0,1,,200409,18.0,0.0,0.0,18.0,0.0,18.0,0.0,1.0,16.0,1.0,0.0,0.0,25.0,25.0,2006.0,65.0,5.0,0,3.3183673469999997
1821,695404,200605,A,Cons,7.0,7.0,85.0,83.0,2.0,12.1428571428571,11.5714285714286,M,I,I,Y,1975-01-13,29.0,31.0,AA,CJ,AACJ,ATP,65.0,60-75,2005.0,2006-08-08,2006.0,1,,200405,28.0,0.0,0.0,28.0,0.0,27.0,1.0,2.0,16.0,10.0,0.0,0.0,37.0,37.0,2006.0,81.0,18.0,1,3.003529412
1822,695597,200605,A,Cons,6.0,5.0,75.0,69.0,0.0,15.0,13.8,F,A,A,F,1983-05-31,21.0,23.0,AA,LAT,AALAT,HSS,60.0,60-75,2004.0,2006-08-08,2006.0,1,,200409,23.0,1.0,0.0,23.0,0.0,21.0,1.0,1.0,17.0,5.0,0.0,0.0,31.0,25.0,2006.0,69.0,9.0,0,3.948275862
1823,698357,200605,A,Cons,5.0,5.0,60.0,60.0,0.0,12.0,12.0,F,W,W,Y,1986-03-29,18.0,20.0,AA,LAT,AALAT,HSS,60.0,60-75,2004.0,2006-08-08,2006.0,1,,200501,20.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,16.0,4.0,0.0,0.0,40.0,40.0,2006.0,60.0,0.0,1,4.0
1824,698713,200605,A,Cons,5.0,5.0,60.0,60.0,0.0,12.0,12.0,F,W,W,Y,1986-03-29,18.0,20.0,AA,LAT,AALAT,HSS,60.0,60-75,2004.0,2006-08-08,2006.0,1,,200501,19.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0,14.0,5.0,0.0,0.0,39.0,39.0,2006.0,60.0,0.0,1,4.0
1825,699657,200605,A,Cons,6.0,5.0,51.0,70.0,19.0,10.2,10.2,M,W,W,Y,1984-09-21,19.0,21.0,AA,LAT,AALAT,HSS,60.0,60-75,2005.0,2006-08-08,2006.0,1,,200409,18.0,0.0,0.0,18.0,0.0,18.0,0.0,4.0,13.0,1.0,0.0,0.0,25.0,25.0,2006.0,51.0,10.0,0,3.02
1826,700322,200605,A,Cons,5.0,5.0,61.0,65.0,4.0,12.2,12.2,F,W,W,Y,1988-05-31,16.0,18.0,AA,ELEM,AAELEM,HSS,62.0,60-75,2004.0,2006-06-28,2006.0,1,,200501,18.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,11.0,7.0,0.0,0.0,40.0,40.0,2006.0,61.0,3.0,0,3.978181818
1827,701188,200605,A,Cons,6.0,5.0,60.0,68.0,21.0,12.0,9.4,F,B,B,Y,1965-03-23,39.0,41.0,AA,HUST,AAHUST,HSS,60.0,60-75,2004.0,2006-08-08,2006.0,1,,200409,17.0,2.0,0.0,17.0,0.0,14.0,1.0,2.0,10.0,5.0,0.0,0.0,27.0,22.0,2006.0,47.0,8.0,1,2.9275
1828,704288,200605,A,Cons,6.0,5.0,37.0,89.0,52.0,7.4,7.4,F,W,W,Y,1965-02-26,39.0,41.0,AA,SECO,AASECO,HSS,60.0,60-75,2004.0,2006-08-08,2006.0,1,,200409,13.0,0.0,0.0,12.0,1.0,12.0,1.0,2.0,7.0,3.0,0.0,1.0,19.0,19.0,2006.0,37.0,29.0,0,3.797297297
1829,707672,200605,A,Cons,6.0,6.0,39.0,70.0,31.0,6.5,6.5,F,X,X,Y,1975-02-03,29.0,31.0,AA,ELEM,AAELEM,HSS,62.0,60-75,2004.0,2006-08-08,2006.0,1,,200409,13.0,0.0,0.0,12.0,1.0,12.0,1.0,1.0,8.0,3.0,0.0,1.0,21.0,21.0,2006.0,39.0,8.0,1,3.3
1830,708357,200605,A,Cons,6.0,5.0,62.0,73.0,11.0,12.4,12.4,F,W,W,Y,1985-06-15,19.0,21.0,AA,INS,AAINS,HSS,64.0,60-75,2004.0,2006-08-08,2006.0,1,,200409,19.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0,13.0,6.0,0.0,0.0,26.0,26.0,2006.0,62.0,9.0,0,3.6113402060000004
